Teks|Sentimen
Xi Jinping Siapkan Skenario Lemahkan Yuan, Ada Apa?|Negatif
Pasar Kripto Kompak Melesat, Bitcoin Cs Balik US$100k|Positif
IPO Asuransi Digital Bersama, Ini Pengendalinya|Positif
IHSG Bertahan di Zona Hijau, Asing Malah Banyak Jual Saham Ini|Negatif
Super Apps Jadi Standar Baru Layanan Digital Bank|Netral
IHSG Bertahan di 7.400, Asing Koleksi Saham Ini|Positif
Akhir Pekan Wall Street Dibuka Loyo Lagi, Nasdaq Galau|Negatif
Budi Said Dituntut 16 Tahun Penjara & Bayar Uang Pengganti Rp 1,08 T|Negatif
Jelang Nataru Bos OJK Ungkap Kredit Pinjaman Online Melesat 29,23%|Positif
Soal Penyaluran Kredit, Ini Kekhawatiran OJK Tahun Depan|Negatif
OJK Sebut Ada 41 Asuransi Sampaikan Pemisahan Unit Usaha Syariah|Netral
OJK Minta Asuransi Rem Dividen dan Kejar Target Modal Minimum 2026|Netral
OJK: Aturan Asuransi Wajib Mobil & Motor Masih Digodok Pemerintah|Netral
Awas Modus Baru Kuras Rekening, Banyak Beredar di Platform Ini|Negatif
BTN (BBTN) Siapkan Kas Rp20,37 T Untuk Periode Nataru|Netral
OJK Ungkap Jenis Rekening yang Suka Dipakai Oleh Kriminal|Netral
OJK Bilang Gini Soal Program Unggulan Prabowo|Netral
OJK Terima 31.000 Aduan, Paling Banyak Soal Bank dan Fintech|Negatif
Transaksi Kripto Meroket 352% Tembus Rp 475 T per Oktober|Positif
Gagal Happy Weekend, IHSG Merosot Nyaris 1% Lagi|Negatif
Dolar AS Dorong Rupiah ke Jurang, Sentuh Level Rp 15.990|Negatif
200 Investor Lirik Proyek Ini di Kawasan Industri Batang|Positif
BTN (BBTN) Akuisisi Bank Kecil di Kuartal I-2025|Positif
Pasar Modal RI Serok Dana Rp 219 T hingga Akhir November 2024|Positif
Premi Asuransi Komersial Tumbuh 2,8% per Oktober 2024|Positif
Breaking! Rupiah Longsor, Dolar Tembus Level Rp16.000|Negatif
Tok! Indofarma (INAF) Jual 50% Aset Perusahaan untuk Bayar Utang|Negatif
OJK Turut Bicara Dunia Kembali Gelap, Efeknya Muncul di Pasar Keuangan|Negatif
OJK: Kredit Perbankan Naik 10,92% per Oktober 2024|Positif
WIKA Buka-bukaan Persiapan Jelang Merger dengan PTPP|Netral
OJK: Sektor Jasa Keuangan Stabil di Tengah Tensi Perang Dagang Naik|Netral
Update Proyek Garuda: BI Tuntaskan Tinjauan Konsep Rupiah Digital|Positif
IHSG Loyo Lagi, Sektor & Saham Ini Biang Keladinya|Negatif
Gara-Gara Ini, Sultan Subang & 39 Nasabah Gugat Mirae Asset Sekuritas|Negatif
Konglomerat Grup Lippo Sambangi Rumah Jokowi|Netral
Ngemplang Kredit Rp1,5 T, Ted Sioeng Malah Gugat Mayapada Rp1 T|Negatif
Inflasi AS Melambung, Bitcoin Cs Longsor|Negatif
Rupiah Makin Lemah, Bank-bank Besar Jual Dolar AS Rp16.000|Negatif
Awas Kena Tipu! Ini Perbedaan Debt Collector Asli VS Palsu|Netral
Sosok Miliarder Termuda Singapura, Anak Tunggal Pewaris Rp25,55 T|Netral
Pasokan Melimpah, Harga Minyak Gak Banyak Gerak|Netral
Axton Salim Sempat Mau Jadi Wartawan, Banting Setir Jadi Bos Indomie|Netral
Rupiah Melemah Lagi, Dolar Makin Dekati Rp16.000|Negatif
IHSG Dibuka Koreksi Tipis, Bertahan di 7.300-an|Negatif
Alasan Dolar AS Menjadi Patokan Mata Uang Dunia|Netral
Bursa Asia Kompak Dibuka Merah, Waspada Buat IHSG!|Negatif
Anak Usaha PANI Bangun Kosambi Sukses IPO, Harga Rp3.000-Rp4.060|Positif
Asing Jualan Lagi, Rupiah Masih Rawan Longsor!|Negatif
Bermodal Cekak, OJK Cabut Izin PT Sarana Sultra Ventura|Negatif
IHSG Ambruk Nyaris 1%, Asing Borong EXCL hingga ISAT|Positif
Deretan Pemilik Bioskop Besar di Indonesia, Siapa Terkaya?|Netral
IHSG Gagal Bertahan di 7.400, Asing Lepas Saham Bank Jumbo|Negatif
Top! KB Bank Cetak Pembiayaan PO Mobil Hyundai Hingga Rp 2,1 T di 2024|Positif
Wall Street 'Kebakaran', Dow Jones Terjun-Nasdaq Loyo|Negatif
Geger Gunung Emas RI 53 Juta Ton, Soeharto & Dunia Ketipu!|Netral
Sosok Pemilik Alfamart Mulai Bisnis Dari Toko Kelontong|Netral
Gubernur BI Ungkap Negara-Negara Incaran Dendam Trump, RI Aman?|Netral
Tagih Dirut BTN, Bos BI Siap Garap Sekuritisasi KPR|Netral
Warning dari Bos BI, Dunia Bakal Suram Usai Trump Dilantik|Netral
Kado Akhir Tahun, The Fed Bakal Pangkas Suku Bunga pada 18 Desember|Netral
Alasan Profesi Debt Collector Diminati, Bayarannya Menggiurkan|Netral
Syarat Nasabah Prioritas BRI-Mandiri-BNI-BTN-BCA, Siapkan Saldo Segini|Netral
Ini Saham Asuransi Valuasi Murah Tapi Fundamental Oke|Netral
Bakmi GM Mau Diakuisisi Djarum, Sosok Ini Bakal Jadi Triliuner Baru|Netral
18 Bank di RI Bangkrut Tahun Ini, Ternyata Ada Perusahaan BUMD!|Negatif
Nasabah Pinjol Gagal Bayar, Sampai Kapan Dikejar Debt Collector?|Netral
Daftar 16 Bank yang Tutup Sepanjang 2016, Apa Alasannya?|Netral
3 Crazy Rich Baru yang Masuk Daftar 50 Orang Terkaya Indonesia|Netral
Sosok Pemilik Bakmi GM, Jual Perusahaannya Senilai Rp2 T ke Djarum|Netral
Pinjol Resmi Ganti Nama Jadi Pindar, Ini Harapan OJK|Netral
Jadi Biang Kerok Krisis Narkoba, McKinsey Bayar Uang Damai Rp 10 T|Negatif
Mau Delisting, Multistrada (MASA) Tender Offer Harga 95% Premium|Netral
Orang Kecil Main Saham Disebut Judi, OJK Akan Lindungi Investor|Netral
IHSG Merosot Nyaris 1% ke 7.200, Ini Penyebabnya|Negatif
Kejar Nasabah Tajir, Bank Mega Syariah Tambah Kantor Cabang Prioritas|Positif
Profil Pemilik Bakmi GM, Calon Penerima Rp 2,1 T dari Grup Djarum|Netral
Rupiah Sentuh Level Terendah 4 Bulan, Dolar Turun ke Rp 15.995|Negatif
Direktur AADI Ikut PUPS, Borong 22.700 Saham Harga Diskon|Positif
Ini Alasan Philip Morris & HMSP Investasi Rp 100 Triliun di RI|Netral
Masuk Usia 129 Tahun, Ini Sederet Pencapaian BRI|Positif
IHSG Ambles, Sektor & Saham Ini Biang Keroknya|Negatif
OJK Konfirmasi Ada Pedagang Kripto Mau IPO Galang Dana Pasar Modal|Positif
Menteri Rosan Resmikan Pabrik HM Sampoerna, Nilai Investasi Rp 630 M|Positif
Apa Itu Bandar Saham? Simak Cara Kerjanya|Netral
BBRI Akan Bagikan Dividen Interim Rp 20,46 T atau Rp 135/Saham|Positif
Nambah Modal, Emiten Prajogo (PTRO) Terbitkan Obligasi & Sukuk Rp1,5 T|Positif
Emiten Energi RATU IPO, Tawarkan Harga Rp900 - Rp1.150 per Saham|Positif
Utang Luar Negeri RI Turun, Oktober 2025 Tersisa US$ 423,5 M|Positif
Cara Tukar Valuta Asing Online & Offline di Bank BRI|Netral
Induk HMSP Gandeng 1.500 Ilmuwan Cari Solusi Bagi Perokok|Positif
Kenapa Pedagang Sering Jual Barang Rp 999? Begini Penjelasannya|Netral
Investor Tunggu Kepastian PPN 12%, IHSG & Rupiah Kompak Merah|Negatif
Breaking! Rupiah Kembali Terpuruk, Dolar Tembus Rp16.018|Negatif
IHSG Ambruk 1% Lebih Jelang Pengumuman Paket Kebijakan Ekonomi|Negatif
Ini Alasan IHSG Longsor 1,2%, dan Balik ke 7.200|Negatif
Jelang Rilis Data Neraca Dagang, Dolar Turun ke Rp 15.980|Positif
Harga Saham Bergerak Tak Wajar, BEI Pantau Ketat 3 Emiten Ini|Negatif
Bursa Asia Dibuka Semringah: Nikkei Menguat, Kospi Bangkit|Positif
Terungkap, Ternyata Ini Alasan Prabowo Bentuk Danantara|Netral
Ditentukan Pekan Ini! Nasib Rupiah Bergantung Suku Bunga BI & The Fed|Netral
Daftar Konglomerat Penguasa Jalan Tol di Indonesia|Netral
10 Saham Ini Kompak Diborong Asing Kala IHSG Tersungkur|Positif
Ramalan Gubernur BI: The Fed Bakal 2 Kali Pangkas Suku Bunga di 2025|Netral
Perusahaan 'Bandar' Kripto Masuk Nasdaq 100, Bitcoin Cs Kompak Naik|Positif
Pesan Bos Marlboro ke 1,3 Miliar Perokok: Berhenti Merokok!|Netral
Asing Terciduk Lego 10 Saham Ini Kala IHSG Merah Merona|Negatif
Dow Jones Dibuka Melemah, Berpotensi Terburuk Sejak 1970|Negatif
Soal Merger dengan Pelindo, Ini Respons Bos ASDP|Netral
Masih Jauh dari Target, AJB Bumiputera 1912 Salurkan Klaim Rp360,12 M|Netral
Utang 1 Juta UMKM Bakal Dihapus, Tahap I Mulai Januari 2025|Netral
Ternyata Transaksi Uang Elektronik Kena PPN, Begini Hitungannya|Netral
Tiga Tahun Berdiri, Nasabah Allo Bank Sudah Tembus 11 Juta|Positif
Pengusaha Perempuan Sulit Dapat Kredit, RI Luncurkan Ini|Netral
Bank Bangkrut Tembus 20 Tahun Ini, Kali Ini BPR di Papua|Negatif
Soal Merger Dengan Pelindo, Ini Respons Bos ASDP|Netral
Nasib 4 Multifinance Menghitung Hari, Modal Cekak Belum Ada Investor|Negatif
Bos LPS Sebut Pertumbuhan Tabungan Seret, Ini Penyebabnya|Negatif
Djohan Emir Setijoso Mundur dari Kursi Presiden Komisaris BCA (BBCA)|Netral
Raksasa Global Ramai-Ramai Hengkang dari Pasar Modal RI, Ada Apa?|Negatif
IHSG Ambruk Nyaris 1,4%, Melorot ke Level 7.100-an|Negatif
OJK Beberkan Nasib Pasar Saham RI Tahun 2025|Netral
Emiten Sinarmas (BSDE) Tender Offer Saham SMDM, Pasang Harga Rp531|Netral
Erick Thohir Rombak Direksi & Dewan Komisaris PT PAL Indonesia|Netral
Rupiah Keok Lagi, Nilai Tukar Dolar AS Sudah Tembus Rp 16.060|Negatif
Breaking! IHSG Ambruk Lagi, Turun nyaris 10% Dalam Tiga Bulan|Negatif
Investor Asing Diam-Diam Lirik 6 Multifinance RI|Positif
Banyak Bank Bangkrut di RI Gegara Fraud, LPS Ungkap Modusnya|Negatif
Utang RI ke Jerman Rp1,26 T Dialihkan ke Program Kesehatan TBC-HIV|Netral
IHSG Terkapar, Saham Bank Raksasa Masih Tertekan|Negatif
Penumpang Pesawat Naik Saat Nataru, InJourney Siapkan Ini|Netral
Keuangan Bermasalah, 8 Asuransi & 12 Dapen Masuk Pengawasan Ketat OJK|Negatif
Pelaku Pasar Was-Was Kebijakan The Fed, Harga MInyak Turun|Netral
Bank Bangkrut RI Tahun Ini Tembus 19, Ini Daftarnya|Negatif
Terungkap, Ini Sosok Pemilik Dufan Taman Hiburan Terbesar RI|Netral
OJK Terbitkan 2 Aturan Terkait Kecukupan Likuiditas Bagi Bank Umum|Netral
Schroders Dikabarkan Bakal Hentikan Bisnis di Indonesia|Negatif
IHSG Kembali Bergerak di Zona Merah, Bakal Balik ke Level 7.100?|Negatif
Rupiah Kembali Tergelincir, Dolar Dibuka Naik ke Rp 16.000|Negatif
Bukan AS-China, Ini Negara Asal Pemberi Utang Terbanyak ke RI|Netral
Bursa Asia Dibuka Variatif, Investor Tunggu Kebijakan The Fed|Netral
Belajar Dari Habibie, Sukses Buat Dolar Rp 16.800 Jadi Rp 6.550|Netral
Jangan Kaget! Dolar Rp16.000, Utang Luar Negeri RI Capai Rp6.774,4 T|Negatif
Ternyata Ini Sosok Pemilik Taman Safari Indonesia Bogor|Netral
Asing Borong BMRI, BREN Hingga GOTO Kala IHSG Ambruk|Positif
Erick Thohir Angkat Muhamad Akbar Jadi Direktur Utama Krakatau Steel|Netral
Bank Bangkrut RI Tambah Lagi Jadi 19, Terbaru dari Cimahi|Negatif
Bitcoin Tembus US$ 105.000, Pemilik Kripto Silakan Pesta Pora|Positif
IHSG Merana Balik Ke 7.200, Asing Kompak Lego Saham-Saham Ini|Negatif
Masyarakat RI Masih Belum Minat Beli Asuransi, Apa Kabar Reasuransi?|Netral
Semua Bank di RI Bakal Diguyur Rp290 T Tahun Depan, Ini Sumbernya|Positif
Gak Cairkan Bank Garansi, Bank Bukopin KB Syariah Digugat Rp 30 M|Negatif
BI Siap Tebar Uang Cash Rp133,7 T Saat Nataru, dari Sumut hingga Papua|Positif
Bank Penyalur Kredit ke Industri Padat Karya Dapat Insentif Likuiditas|Positif
Begini Hasil 'Empat Mata' Bos BI & Sri Mulyani Soal Rencana Utang 2025|Netral
Ini Dua Grup Konglomerat di Balik IPO Bangun Kosambi Sukses (CBDK)|Netral
BRI Gandeng Artajasa, Tarik Tunai Tanpa Kartu Bisa di ATM atau CRM|Positif
IHSG Merana Lagi, Nyaris Dekati 7.000-an|Negatif
Top! QRIS dan BI Fast Makin Canggih, Bisa Tap NFC & Bundel Transaksi|Netral
Trump Bikin Dana Asing Kabur dari RI, Saham Paling Ngenes|Negatif
Rupiah Keok Lagi Pasca Rilis BI Rate, Dolar Naik ke Rp 16.085|Negatif
BI Tahan Lagi Suku Bunga Acuan, IHSG Lanjut Merana|Negatif
Breaking! BI Tahan Suku Bunga 6%, Dolar Naik ke Rp 16.075|Negatif
Dunia Gonjang-ganjing, BI: Kredit Bank Tumbuh 11%-13% Tahun Depan|Positif
BI Ungkap Fenomena ATM Ditinggal Warga RI, Ramai Pindah ke Sini|Netral
Tok! BI Rate Tetap 6% di Desember 2024|Netral
BI: Kredit Bank per November 2024 Naik 10,79% Yoy|Positif
Asing Borong SBN RI Tapi Rupiah Malah Melemah, Ini Kata Bos BI|Negatif
Bos BI Bongkar Biang Kerok Anjloknya Rupiah, Simak!|Netral
Indonesia Re Mau Ajukan PMN Lagi Tahun Depan|Netral
Awas Asing 'Pulang Kampung', Dolar AS Ngamuk Hantam Rupiah Cs|Negatif
Harap Waspada! BI Ungkap Tanda Kembali Gelapnya Dunia|Negatif
BSI (BRIS) Siapkan Uang Tunai Rp12,84 T Untuk Libur Akhir Tahun|Positif
Polytron Dikenal Dunia, Ternyata Milik Konglomerat Asal Indonesia|Netral
Amar Bank (AMAR) Bakal Tebar Dividen Interim Rp25,21 Miliar|Positif
IHSG Balik Merana, Bank Raksasa Jadi Biang Kerok Lagi|Negatif
Mau IPO, Hero Global Investment (HGII) Tawarkan Saham Rp200-Rp230|Positif
Perusahaan Investasi Asal Singapura Raup Rp 17 T Hasil Lego Aset Ini|Netral
Jelang Akhir Tahun Menteri Erick Rombak Direksi BUMN, Ini Daftarnya|Netral
The Fed Bikin Investor Deg-Degan, Pasar Kripto Bergerak Mix|Negatif
Breaking! Dolar Tembus Rp16.105, Terlemah Sejak 6 Agustus 2024|Negatif
PPN Naik Jadi 12%, Ini Kata Erick Thohir|Negatif
Tabungan Masyarakat Makin Tipis, LPS Beberkan Bukti Terbaru|Netral
Kisah Axton Salim, Calon Jurnalis Foto Banting Setir Jadi Bos Indomie|Netral
Produsen Tepung Panir (BBRC) Mau IPO, Incar Dana Rp 61,2 M|Positif
Investor Tunggu Suku Bunga BI, IHSG Bangkit & Balik ke Level 7.200|Positif
Rupiah Kembali Terkoreksi, Dolar Dekati Level Rp 16.100|Negatif
Paket Kebijakan Ekonomi Rilis Tapi IHSG Masih Jeblok, Ini Kata Analis|Negatif
Ramai Agenda Bank Sentral, Bursa Asia Dibuka Bervariasi|Netral
Nasib Rupiah Hari Ini Tertuju Pada Keputusan Bank Indonesia!|Netral
Ted Sioeng: Kemplang Kredit Rp1,5 T, Dipailitkan & Gugat Bank Mayapada|Negatif
Sosok Pemilik Blok M Plaza, Mal Legendaris yang Kembali Viral|Netral
Asing Kompak Borong Saham-Saham Prajogo Kala IHSG Ambruk|Positif
OJK Ungkap Masa Depan Industri Asuransi & Dana Pensiun Tahun 2025|Netral
Kisah Sukses Wendy Yap, Pendiri Perusahaan Roti Terbesar RI|Netral
IHSG Ambruk Lagi, Asing Lepas Triliunan Rupiah di Saham-Saham Ini|Negatif
Nvdia & JP Morgan Melesat, Dow Jones Bangkit dari Penurunan 10 Hari|Positif
Tidak Ditemukan Serangan Ransomware Terhadap Sistem Perbankan BRI|Positif
DPR: Pelemahan Rupiah Tak Berkaitan dengan Penggeledahan BI oleh KPK|Netral
Hari Ini Anjlok 1,84%, Begini Nasib IHSG Sampai Akhir Tahun|Negatif
Mulai 21 Desember Transaksi BI-Fast Bisa Buat Korporasi Bayar Gaji|Positif
IHSG & Rupiah Ambruk, Saham Ini Malah Cetak Cuan Gede|Positif
Dolar AS Sentuh Rp 16.300, Menteri Prabowo: Kita Monitor!|Netral
IHSG Ditutup Ambruk Ke 6.900-an, Ini Penyebabnya|Negatif
Ternyata Ini Dia Sosok Pemilik Susu Greenfields|Netral
Donald Trump Bikin Rupiah Jeblok, Pengusaha Makin Was-was!|Negatif
KB Bank Perkuat Kemitraan Melalui Pembiayaan Vendor Tripatra|Positif
Warga RI Kecanduan Pakai Paylater, Ini Buktinya|Netral
Rupiah Kebakaran, Dolar Ditutup Naik 200 Poin Sehari ke Rp16.285|Negatif
3 Hadiah Natal Favorit Warren Buffett yang Bikin Keluarganya Kaget|Netral
Rupiah Anjlok 200 Perak Dalam Sehari, Dolar Kini di Level Rp16.300|Negatif
Breaking! Rupiah Terlemah Sejak Juli 2024, Dolar AS Sentuh Rp16.300|Negatif
Cek! Jadwal Operasional BI Saat Natal & Tahun Baru|Netral
Terusir dari China, Sampai Indonesia Sosok Ini Jadi Raja Elektronik|Netral
Digugat Investor Obligasi, Manajemen BUMI Buka Suara|Negatif
IHSG Ambruk ke 6.900, Analis Tunjuk The Fed|Negatif
Rupiah Terus Anjlok, Sampai Kapan? Ini Jawab BI!|Negatif
Awas! Dolar AS Bisa Tembus Rp16.400|Negatif
Rupiah Ambruk, Ada Bank Sudah Jual Dolar AS Rp16.400|Negatif
BI Angkat Bicara Dolar AS Tembus Rp16.000, Siap Intervensi!|Negatif
Tekan Liabilitas, WIKA Lunasi Sebagian Obligasi Lewat Call Option|Positif
Rupiah Terguncang, BI Borong SBN di Pasar Perdana Rp62 T di Akhir 2024|Positif
Taman Mini Indonesia Indah (TMII) Milik Siapa? Ini Jawabannya|Netral
6 Kartu e-Toll dari Berbagai Bank, Jangan Lupa Isi Saldo|Netral
Mr. DIY Resmi IPO, Harga Saham Turun 6,4% di Debut Perdananya|Negatif
BNI Siapkan Uang Tunai Rp 19,74 Triliun Selama Libur Nataru|Positif
Ini Penyebab IHSG Ambruk Hingga 2% & Balik Ke 6.900-an|Negatif
Longsor 2%, IHSG Sentuh Titik Terendah Sejak Agustus 2024|Negatif
Breaking: IHSG Makin Merana, Ambruk 2% Lebih & Balik Ke 6.900-an|Negatif
IHSG Ambruk 1,4%, Ternyata Ini Penyebabnya|Negatif
Rupiah Terus Anjlok, Dolar AS Tembus Rp16.200|Negatif
Alert! IHSG Langsung Ambles 1,51% Usai The Fed Pangkas Suku Bunga|Negatif
Harga Saham Meningkat Tajam, BEI Gembok Perdagangan SKBM & RONY|Negatif
Bursa Asia Gugur Berjamaah Usai The Fed Pangkas Suku Bunga|Negatif
Harga Saham Melonjak 100% Lebih, BEI Pantau Ketat Dua Emiten Ini|Negatif
Kiamat ATM RI Makin Nyata, Bos Artajasa Ungkap Nasibnya|Netral
Rupiah Diprediksi Masih Volatil, Efek Sabda The Fed!|Negatif
Merger Honda-Nissan & PHK VW, Bukti China Kontrol Otomotif Dunia|Netral
Ini 10 Saham Pilihan Asing Usai IHSG Ambruk Nyaris 5% Sepekan|Positif
Kisah Pendiri Astra Lawan Serangan 'Konspirasi Besar'|Netral
Bitcoin Cs Kompak Kebakaran Usai The Fed Pangkas Suku Bunga|Negatif
IHSG Ambruk 5 Hari Beruntun! Asing Lepas Saham Big Bank|Negatif
Pemerintah Rombak Aturan DHE, Karena Rupiah Jeblok?|Netral
Menko Airlangga: Pelemahan Rupiah Fenomena Global|Netral
Masih Dibawa Kabur! Dolar Eksportir Cuma US$14 M Simpan di RI|Negatif
Investor Jepang Mau Borong 25% Saham Hero Global Investment (HGII)|Positif
Setelah BI, KPK Geledah Kantor OJK|Negatif
Bank BJB (BJBR) Setor Rp221,4 M ke Bank Jambi, Pegang 7,75% Saham|Positif
BI Jajal QRIS Tap NFC di Bus Damri Sebelum Resmi Berlaku di 2025|Netral
BI Siap Turunkan Ahli Rupiah di Kasus Uang Palsu UIN Makassar|Netral
IHSG Menguat Tipis-Tipis, tapi Gagal Balik ke 7.000-an|Positif
Emiten RS Bunda (BMHS) Angkat Mantan Menlu Ini Jadi Komisaris|Netral
Bank Ini Punya NPL Tinggi, Saham Masih Tertekan|Negatif
Kualitas Aset Terus Membaik, KB Bank Siap Turnaround di 2025|Positif
Rupiah Balik Melawan, Dolar Turun ke Level Rp16.190|Positif
Bos Prudential Buka Suara Soal Kasus Tunggakan Klaim Rp 20 M|Netral
PPN 12% Potensi Tekan Daya Beli, Bankir Teriak Gini|Negatif
IHSG Bangkit, Sektor & Saham Ini Jadi Penopang|Positif
Bank Besar RI Gelontorkan Uang Tunai Rp145 T Untuk Natal & Tahun Baru|Positif
Delta Dunia Makmur (DOID) Rugi US$17,42 Juta, Ini Sebabnya|Negatif
Dirut Bank Mandiri: RI Punya Peran Vital dalam Perubahan Iklim Global|Netral
4 Cara agar Nomor HP Tak Dihubungi Terus oleh Pinjol|Netral
Dolar Rp16.300, DPR: Tak Ada Kaitan dengan KPK Geledah Kantor BI|Netral
BI Fast Bisa Digunakan untuk Transaksi Massal Mulai Besok|Netral
Salah Satu Mall Tertua di RI, Ini Dia Pemilik Sarinah|Netral
8 Emiten Kena 'Tendang' BEI, Saham Investor Ritel Bakal di Buyback|Negatif
Investasi Rp 94,23 T, Dubes China 'Sidak' Proyek Kebanggaan Jokowi|Positif
Ekonomi Dunia Suram di Depan Mata, Ini Tiga Aset Buat Pegangan Hidup|Negatif
Pengusaha & Ekonom Ramal Dolar Bisa Lebih Kuat dari Rp 16.300|Netral
Belum Bayar Utang Rp199 M, Emiten Kakak Hary Tanoe (ZBRA) di PKPU|Negatif
Usai Ditinggal Sosok Penting, Bank Jago Kedatangan Bankir Senior BTPN|Netral
Bursa 'Tendang' 8 Emiten Pailit, Ada Saham Benny Tjokro|Negatif
Diputus Pailit, Sritex (SRIL) Belum Menyerah & Bakal Ajukan PK|Negatif
IHSG Dibuka Rebound, Balik Ke 7.000-an|Positif
Sentimen dari AS Masih Dominan, Dolar Lanjut Naik ke Rp16.300|Negatif
Pembukaan Bursa Asia Bervariasi: Nikkei Menguat Tipis, Kospi Melemah|Netral
Indofood Blak-Blakan Sebut Penyebab Indomie Ditarik di Australia|Netral
Rupiah Makin Merana, Dolar AS Rawan Menguji Rp16.400!|Negatif
PPN 12% dan Dolar AS Makin Mahal, Bankir Kompak Bilang Gini|Negatif
Asing Masih Banyak Lepas Barang, Saham Ini Ternyata Malah Diincar|Netral
CEO Investree Adrian Gunadi Jadi Buronan Polisi|Negatif
IHSG Longsor, Asing Net Sell Besar, Saham Ini Banyak Dijual|Negatif
Lagi-Lagi Pasar Kripto Ambles, Bitcoin Turun di Bawah US$100.000|Negatif
Begini Asal Mula Masalah Dolar Rp15.000 Terbang ke Rp16.300|Netral
Hati-Hati Data KTP Dicuri Buat Pinjol! Begini Cara Ceknya|Netral
Isi Gopay, Dana, Cs Kena PPN 12%, Ditjen Pajak: Hanya Naik Rp15|Netral
Bank Indonesia Luncurkan Tiga Fitur Baru BI Fast, Ini Detailnya|Positif
Cerita 57 Ton Emas Soekarno di Swiss Akhirnya Terkuak|Netral
Kecuali Tiket Konser! Netflix, Pulsa, Tiket Pesawat kena PPN 12%|Netral
Ini Sosok Konglomerat di Balik Perusahaan yang Bikin Sritex Pailit|Netral
Transaksi QRIS, Gopay, Dana Cs Ternyata Kena PPN 12%, Ini Aturannya|Netral
BNI Buka Suara Soal Status Pailit Sritex|Netral
Terungkap! Ini Strategi Alfamart & Alfamidi Berantas Parkir Liar|Netral
Lo Kheng Hong Bongkar Kebiasaan Warga RI Ini Bikin Miskin|Netral
Petuah Langka Warren Buffet: 7 Kebiasaan Ini Bikin Orang Susah Kaya|Netral
Gara-Gara Mimpi, Raja Rokok RI Rela Ganti Nama Perusahaan|Netral
Daftar 7 Orang Terkaya Israel, Mesin Uangnya Ternyata Populer di RI|Netral
Begini Cara Membersihkan Nama dari SLIK OJK atau BI Checking|Netral
Ribuan Karyawan Starbucks Mogok Kerja, Gerai Tutup di Banyak Kota|Negatif
Harta Karun Miliaran Rupiah Ditemukan Guru SD di Halaman Sekolah|Netral
Cerita Petani Cuan Rp 952 Juta Berkat Lawan Tradisi|Netral
Rakyat Menderita, Raja Terkaya RI Turun Gunung Bagi-bagi Duit Rp 20 M|Netral
Jarang yang Tahu Beda Alfamart dan Alfamidi, Ini Penjelasannya|Netral
Hidup Mewah di Jakarta, Suami-Istri Ternyata Rampok Bank Rp 87 Miliar|Negatif
Kelas Menengah RI Makin Sengsara, Buktinya Terlihat dari QRIS|Negatif
20 Bank Bangkrut di RI Sepanjang 2024, Cek Daftar Terbarunya|Negatif
Schroders Dikabarkan Tutup Bisnis di Indonesia, Ini Penyebabnya|Negatif
Jelang Libur Natal, Wall Street Dibuka Beragam|Netral
Investor Siapkan Dana, 22 Perusahaan Antre Mau IPO|Positif
OJK Ungkap Modus Kejahatan Akhir Tahun, Masyarakat Wajib Waspada!|Negatif
Libur Nataru, Jalan Tol Ini Kasih Diskon 10% Bagi Pengguna|Positif
BSI Siap Garap Bullion Bank, Ini Bedanya dengan Platform Trading Emas|Netral
Ditopang Rebound Saham Bank, IHSG Cerah Bergairah Dekati Level 7.100|Positif
BRIS Proyeksi Aset Sektor Keuangan Syariah Tembus Rp3.000 T di 2025|Positif
BUMI Raih Sustainability Report Terbaik Untuk Kelima Kalinya|Positif
Harvey Moeis Divonis 6,5 Tahun Penjara dan Denda Rp1 Miliar!|Negatif
Rupiah Bangkit Usai Tertekan Dalam Pekan Lalu, Dolar Turun ke Rp16.170|Positif
Konversi Utang, Entitas Usaha Bakrieland (ELTY) Ambil Alih Saham GIN|Netral
BEI akan Delisting 8 Emiten di 2025, Catat Tanggal Buybacknya|Negatif
Saham BBRI Bangkit, IHSG Balik ke 7.000-an,|Positif
Jangan Keliru! Begini Perhitungan PPN 12% dalam e-Wallet & e-Money|Netral
BRI Buka Layanan Operasional Terbatas Periode Libur Nataru|Netral
Saham Perbankan Bangkit, Harganya Sudah Sangat Atraktif?|Positif
Emiten Hary Tanoe (KPIG) Jual Beli Aset Tanah Rp 5,5 Triliun|Netral
20 Bank Bangkrut Sepanjang 2024 Jadi Indikasi Baik, Kok Bisa?|Netral
Kantor Sri Mulyani Tegaskan PPN QRIS Tak Dibebani ke Pengguna|Netral
Techno9 (NINE) Diakuisisi Perusahaan Tambang Asal Singapura|Netral
Rupiah Kembali Perkasa, Dolar Turun Jadi Rp16.150|Positif
IHSG Dibuka Langsung Tancap Gas, Melesat 1% Lebih|Positif
Harta Kekayaan 8 Presiden RI, Ini Terkaya & Termiskin|Netral
Ini 1 Kreditur yang Bikin Sritex (SRIL) Pailit|Negatif
Kabar Inflasi AS Jadi Angin Segar Bagi Bursa Asia|Positif
Menanti Kado Santa, Rupiah Potensi Menguat Hari Ini!|Positif
Inflasi AS Turun, Harga Minyak Kembali Merangkak|Positif
Lanjut Koreksi, Bitcoin Cs Masih Loyo|Negatif
Siapa Pemilik Mal Gandaria City? Ternyata Ini Orangnya|Netral
Pasar Saham RI Mulai Dilirik Lagi, Asing Ramai-Ramai Beli Saham Ini|Positif
