Teks|Sentimen
GOTO Respons Perpres Ojol, Danantara Bakal Jadi Pemegang Saham?. EmitenNews.com - PT GoTo Gojek Tokopedia Tbk. (GOTO) menyambar pernyataan Presiden Prabowo terkait kebijakan pemerintah...|Netral
Pendapatan Tertekan, Laba PTBA Justru Mengganda 104,81 Persen!. EmitenNews.com - PT Bukit Asam Tbk. (PTBA) mencatat lonjakan laba bersih di tengah tekanan pendapatan pada kuartal I-2026. Kinerja...|Positif
Celebes Mining Cabut dari HOPE, Divestasi 13,87 Persen Saham Rp67,38M. EmitenNews.com - Entitas tambang dan pemegang saham terasosiasi PT Harapan Duta Pertiwi Tbk. (HOPE), PT Celebes Mining Resources...|Negatif
Penjualan Seragam Melesat 209 Persen, BELL Untung Dua Digit di Q1 2026. EmitenNews.com - PT Trisula Textile Industries Tbk (BELL), emiten penyedia kain, seragam, dan fashion berkualitas membukukan...|Positif
TINS Tabulasi Laba Rp1,5 Triliun, Melesat 1.183 Persen Kuartal I 2026. EmitenNews.com - PT Timah (TINS) sepanjang kuartal I 2026 mentabulasi laba bersih Rp1,5 triliun. Melesat 1.183 persen dari episode...|Positif
Tutup Kuartal I, Penjualan TRIS Naik 13,18 Persen. EmitenNews.com - PT Trisula International (TRIS) mencatat kinerja campuran pada kuartal I-2026. Perseroan berhasil membukukan...|Positif
Makin Bengkak, WIKA Tekor Rp1,13 Triliun Kuartal I 2026. EmitenNews.com - Wijaya Karya (WIKA) belum bisa keluar dari zona merah. Performa keuangan Wijaya Karya makin memprihatinkan....|Negatif
Laba PTMR Melonjak 154 Persen Q1 2026, Saham Jalani Suspensi. EmitenNews.com - PT Master Print (PTMR) mencatatkan kinerja kontras pada kuartal I-2026. Di tengah penurunan pendapatan, perseroan...|Netral
Kinerja Moncer, Laba BCIP Melonjak 225 Persen Q1 2026. EmitenNews.com - PT Bumi Citra Permai (BCIP) mencatatkan kinerja impresif sepanjang kuartal I-2026 dengan lonjakan laba bersih...|Positif
Drop 109 Persen, EMTK Kuartal I Boncos Rp335,85 Miliar. EmitenNews.com - Elang Mahkota alias Emtek (EMTK) boncos Rp335,85 miliar. Drop 109 persen dari episode sama tahun lalu dengan...|Negatif
GGRP Comeback! Cetak Laba Melesat 120 Persen Q1 2026. EmitenNews.com - PT Gunung Raja Paksi (GGRP) meraup penjualan bersih USD46 juta pada kuartal I-2026, naik sekitar 6,98 persen...|Positif
Ekuitas Berlimpah, Pendapatan INET Melangit 3.070 Persen Kuartal I. EmitenNews.com - Sinergi Inti Andalan Prima (INET) per 31 Maret 2026 mengemas laba bersih Rp13,65 miliar. Meroket 792 persen...|Positif
Sudahi Kuartal I, Laba ADRO Melambung 67,08 Persen. EmitenNews.com - Alamtri (ADRO) menyudahi kuartal I 2026 dengan kinerja positif. Sepanjang periode itu, emiten besutan Boy Thohir...|Positif
Kuartal I 2026, MEDC Raup Laba USD67 Juta, Melejit 291 Persen. EmitenNews.com - Medco Energi (MEDC) per 31 Maret 2026 membukukan laba bersih USD67,21 juta. Melesat 291,43 persen dari periode...|Positif
SCMA Catat Laba Rp307,63 Miliar, Melejit 100 Persen Kuartal I 2026. EmitenNews.com - Surya Citra Media (SCMA) kuartal I 2026 mencatat laba bersih Rp307,63 miliar. Melejit 100 persen dari periode...|Positif
Kinerja URBN Tertekan, Rugi Membengkak ke Rp174 Miliar. EmitenNews.com - PT Urban Jakarta Propertindo Tbk (URBN) membukukan aset sebesar Rp4,15 triliun pada 2025, turun sekitar 3,04...|Negatif
Pantau! Ini Sederet Keputusan Penting Investor Untuk CBUT. EmitenNews.com -PT Citra Borneo Utama Tbk (CBUT) baru saja merampungkan Rapat Umum Pemegang Saham Tahunan (RUPST) untuk tahun buku...|Netral
Pyridam Farma (PYFA) Raih Restu Aksi Korporasi dari Pemegang Saham. EmitenNews.com -PT Pyridam Farma Tbk (PYFA) melaksanakan Penambahan Modal Dengan Hak Memesan Efek Terlebih Dahulu II (PMHMETD II)...|Netral
Dalam Pemulihan Industri Domestik, Laba Emiten Semen Ini Naik 111%. EmitenNews.com -PT Solusi Bangun Indonesia Tbk (SMCB) mencatat laba bersih periode kuartal I tahun 2026 sebesar Rp101,89 miliar, naik...|Positif
CBRE Kantongi Fasilitas Kredit USD45 Juta dari Maybank. EmitenNews.com - PT Cakra Buana Resources Energi Tbk (CBRE) memperoleh fasilitas kredit senilai USD45 juta dari PT Bank Maybank...|Positif
Emiten Keponakan Prabowo (TRIN) Catat Penjualan Q1 Anjlok Drastis. EmitenNews.com - PT Perintis Triniti Property Tbk (TRIN) membukukan pendapatan dan penjualan sebesar Rp5,4 miliar pada kuartal...|Negatif
INPP Balikkan Rugi Jadi Laba di Q1 2026, Pacu Recurring Income. EmitenNews.com - PT Indonesian Paradise Property Tbk (INPP) membukukan pendapatan yang meningkat 14% YoY menjadi Rp326,90 miliar...|Positif
BBKP Catat Penyaluran Kredit Melesat, Tumbuh 2,61 Persen di Q1 2026. EmitenNews.com - PT Bank KB Indonesia Tbk (KB Bank) (BBKP) mencatat penyaluran kredit sebesar Rp43,19 triliun pada triwulan I-2026,...|Positif
Penjualan Tumbuh Melebihi Industri, SMGR Cetak Laba Bersih Rp80 Miliar. EmitenNews.com - PT Semen Indonesia (Persero) Tbk (SMGR) menunjukkan ketahanan kinerja di tengah tekanan industri semen domestik...|Positif
TLKM Siapkan Rp1 Triliun Buyback Saham di BEI dan NYSE. EmitenNews.com - PT Telekomunikasi Indonesia Tbk (TLKM) berencana melakukan pembelian kembali saham (buyback) dengan nilai maksimal...|Positif
Topline Kuat, Laba ICBP Q1 2026 Melemah Tertekan Selisih Kurs. EmitenNews.com - PT Indofood CBP Sukses Makmur Tbk (ICBP) mencatat pertumbuhan penjualan pada kuartal I 2026, namun laba bersih...|Negatif
SOCI Akuisisi Tanker 45.000 DWT, Usai Laba Q1-2026 Terkerek 82 Persen. EmitenNews.com - PT Soechi Lines Tbk. (SOCI) mempertebal ekspansi armada di awal 2026 dengan mengakuisisi satu unit kapal tanker...|Positif
Biayai Opex, SMMT Raih Kredit Jumbo dari Bank Mandiri Rp900M. EmitenNews.com - PT Golden Eagle Energy Tbk. (SMMT) memperoleh tambahan amunisi pendanaan setelah entitas anaknya, PT Triaryani,...|Positif
Erajaya (ERAA) Daur Ulang 3.911 E-Waste, Tekan Emisi 437 Ton CO2e. EmitenNews.com - PT Erajaya Swasembada Tbk (ERAA) mencatat capaian konkret dalam mengimplementasikan prinsip keberlanjutan melalui...|Positif
Aksi Timbun Emas Jalan Terus. Emas kembali menjadi incaran bank-bank sentral global. Belakangan ini, sejumlah bank sentral masih terus menimbun emas.|Positif
Sempat Profit Taking, Lo Kheng Hong Serok Lagi Saham Ini. Lo Kheng Hong kembali menyerok saham Salim Ivomas Pratama (SIMP).|Positif
Harga Emas Perhiasan Hari Ini, Sabtu 23 Mei 2026, Cek Update-nya. Harga emas perhiasan hari ini, Sabtu (23/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas berbagai karat. Berikut updatenya|Netral
Saham Lagi Murah-murahnya, Dividen Tembus Rp 376,95 per Saham. Bank Mandiri (BMRI) dijadwalkan membayarkan dividen final pada Senin pekan depan.|Positif
Emiten Ini Berbalik Untung, Omzetnya Melonjak 154,65%. PT Sentral Mitra Informatika Tbk (LUCK) membukukan kinerja keuangan impresif pada kuartal I-2026.|Positif
Emiten PBV di Bawah 1, Dividennya Rp 468 per Saham. Indocement Tunggal Prakarsa (INTP) merilis jadwal pembagian dividen Rp 468 per saham.|Positif
Harga Emas Antam (ANTM), UBS, dan Galeri 24 di Pegadaian, Sabtu 23 Mei 2026. Harga emas Antam (ANTM), UBS, dan Galeri 24 di Pegadaian hari ini, Sabtu (23/5/2025). Cek update lengkapnya|Netral
Soal IHSG, Purbaya: Kalau dari Teknikal, Minggu Depan Lari Kencang. Purbaya Yudhi Sadewa optimistis indeks harga saham gabungan (IHSG) berpeluang kembali menembus level 8.000.|Positif
Pasar Emas Kehabisan Napas. Negara konsumen emas terbesar di dunia terus berjuang mempertahankan bisnis di tengah permintaan yang menyusut imbas gejolak pasar.|Negatif
Harga Bitcoin (BTC) Ambles, Investor Kabur ke Saham AS. Harga Bitcoin (BTC) ambles saat Wall Street mencetak rekor baru dan minat beli investor AS melemah|Positif
Harga Emas Masih Tertekan, Pasar Ketakutan The Fed Bikin Kejutan. Harga emas masih tertekan akibat kekhawatiran The Fed tetap agresif di tengah inflasi dan konflik Timur Tengah|Negatif
Harga Perak Antam (ANTM) Hari Ini, Sabtu 23 Mei 2026: Terpukul Lagi. Harga perak Antam (ANTM) terpantau kembali ambruk hari ini pada Sabtu (23/5/2026). Harga perak Antam menurun ke level ini.|Negatif
Harga Emas Antam (ANTM) Hari Ini, Sabtu 23 Mei 2026: Babak Belur Lagi. Harga emas Antam (ANTM) terpantau babak belur lagi pada Sabtu (23/5/2026). Cek juga harga beli kembali (buyback) emas Antam|Negatif
Pakar Wanti-wanti Tekanan Harga Emas Belum Berakhir. Pakar peringatkan tekanan harga emas belum berakhir akibat ancaman The Fed, yield tinggi, dan inflasi AS|Negatif
Harga Batu Bara Rontok, Kebijakan Ekspor Baru RI Bikin Pasar Cemas. Harga batu bara mayoritas rontok akibat kekhawatiran pasar terhadap aturan ekspor baru RI melalui DSI|Negatif
Harga Emas Perhiasan Hari Ini, Sabtu 23 Mei 2026, Cek Rinciannya. Harga emas perhiasan hari ini, Sabtu (23/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas dalam berbagai karat|Netral
Pengumuman Terbaru FTSE: Saham-saham Ini Keluar. FTSE Russell akhirnya mengumumkan hasil tinjauan indeks triwulanan periode Juni 2026 untuk FTSE Global Equity Index Series.|Negatif
Harga Emas Keok, Pasar Takut The Fed Kembali Garang. Harga emas keok akibat kekhawatiran The Fed kembali agresif di tengah lonjakan inflasi dan konflik Timur Tengah|Negatif
Harga CPO Bangkit, Pasar Tunggu Kepastian Ekspor Baru RI. Harga CPO di Bursa Malaysia Derivatives bangkit didorong aksi bargain hunting dan pasar menanti kejelasan sistem ekspor RI|Positif
BERITA POPULER: Ramalan Ahli Soal Emas hingga Penyebab Harga CPO Jeblok. Berita populer dalam 24 jam terakhir, mulai dari ramalan ahli soal emas hingga penyebab harga CPO jeblok|Negatif
Harga Minyak Naik, Pasar Tak Yakin AS dan Iran Capai Damai. Harga minyak naik karena pasar meragukan damai AS-Iran dan normalisasi pasokan energi di Selat Hormuz|Positif
Harga Emas Merosot ke Level US$ 4.500. Harga emas diperdagangkan pada level terendah di awal sesi pada Jumat (22/5) ke kisaran level US$ 4.500 per troy ounce.|Negatif
Wall Street Menguat Lagi, Dow Jones Reli Rekor Dua Hari Berturut-turut. Wall Street menguat, Dow Jones cetak rekor dua hari beruntun di tengah meredanya yield obligasi dan harapan damai Iran|Positif
Harga Emas Jatuh, Dua Pekan Beruntun Investor Kena Tekan. Harga emas jatuh dua pekan beruntun akibat lonjakan minyak, inflasi, dan spekulasi kenaikan suku bunga The Fed|Negatif
IRSX Gaet Huawei Cloud dan TVRI untuk Siarkan FIFA World Cup 2026 di Indonesia. PT Folago Global Nusantara Tbk (IRSX) bekerja sama strategis dengan TVRI dan Huawei Cloud untuk menyiarkan FIFA World Cup 2026 di Indonesia.|Positif
Purbaya Optimistis IHSG bakal Rebound ke Level 8.000-an. Menkeu Purbaya Yudhi Sadwa optimistis IHSG bakal rebound dan berada di level 8000-an, seiring fundamental ekonomi nasional yang kuat.|Positif
PTMP Fokus Ekspansi, Target 2026 Diungkap. Mitra Pack (PTMP) menargetkan pertumbuhan kinerja 15% pada 2026, seiring strategi ekspansi pasar hingga penambahan portofolio.|Positif
PTMR Banyak Aksi Korporasi. PTMR atau Master Print mematangkan sederet aksi korporasi, yang mencakup akuisisi hingga divestasi. Penjualan ditargetkan stabil pada 2026.|Netral
Laba Bersih Imago (LFLO) Tumbuh 31,32%. PT Imago Mulia Persada Tbk (LFLO) membukukan kinerja keuangan tahun 2025 dengan mencetak pertumbuhan laba bersih sebesar 31,32%.|Positif
Asing Malah Net Sell saat IHSG Bangkit, Saham Ini Dilibas. Investor asing kembali jual bersih (net sell) pada Jumat (22/5/2026). Asing banyak melego saham BBCA, BMRI, TPIA, dan AMMN.|Negatif
Minat Perdagangan Berjangka Meningkat, Invetra Tangkap Peluang. PT Invetra Teknologi Berjangka menyodorkan platform trading forex dan komoditas di tengah meningkatnya minat perdagangan berjangka.|Positif
Kinerja 2025 Solid, CYBR Siapkan Fase Pertumbuhan Lanjutan. CYBR mencatat laba bersih sebesar Rp68,35 miliar pada 2025.|Positif
TPIA Tanggapi Isu Panas. PT Chandra Asri Pacific Tbk (TPIA) memberi klarifikasi terkait kabar penjaminan saham perseroan oleh BRPT dan Prajogo Pangestu.|Netral
Dividen AADI Diketok, Nilai Gede. Dividen AADI tahun buku 2025 sudah diketok. Nilai dividen AADI gede.|Positif
Prediksi Harga Emas Antam (ANTM) Sabtu 23 Mei 2026. Harga emas Antam (ANTM) diproyeksi bergerak fluktuatif pada Sabtu besok, 23 Mei 2026. Harga emas Antam bisa menyentuh level ini.|Netral
PGAS Ketok Dividen, Bersiap!. Dividen PGAS atau Perusahaan Gas Negara (PGN) tahun buku 2025 telah disetujui. Segini besaran dividen PGAS.|Positif
Pakar Ungkap Arah Rupiah Pekan Depan. Pada perdagangan Jumat sore (22/5/2026), nilai tukar rupiah ditutup melemah 47 poin ke level Rp 17.716 per dolar AS.|Negatif
IHSG Akhirnya Bisa Loncat, BUMI Cs Ngacir, Ini Gara-garanya. IHSG bangkit pada penutupan perdagangan Jumat ini.|Positif
Siap-siap, BBRI Sudah di Dasar, Bisa Loncat ke Sini. Saham PT Bank Rakyat Indonesia Tbk (BBRI) sudah menyentuh titik dasar setahun di kisaran Rp3.000-an. Target harga saham BBRI segini.|Positif
IHSG Melonjak, Deretan Saham Kasih Cuan Gede. Indeks harga saham gabungan (IHSG) hari ini, Jumat (22/5/2026), ditutup menguat 67,1 poin (1,1%) ke level 6.162.|Positif
Rupiah Lagi-lagi Tumbang Hadapi Gejolak Pasar. Pada perdagangan Jumat sore (22/5/2026), nilai tukar rupiah ditutup melemah 47 poin ke level Rp 17.716 per dolar AS.|Negatif
Pakar Ramal Harga Emas Ujung-ujungnya Jadi Segini. Harga emas global diperkirakan masih menghadapi tekanan sepanjang pekan ketiga bulan Mei.|Negatif
Angin Segar Emiten Blue Chip. Emiten-emiten papan atas bursa tersebut membagikan lebih dari separuh laba bersihnya untuk para pemegang saham.|Positif
Free Float Emiten Turun Drastis, Agung Sedayu & Salim Genggam 84,09% Saham. Saham Pantai Indah Kapuk Dua (PANI) atau PIK2 ada yang serok.|Positif
Saham BMRI Terpukul. Asing bermanuver dengan melakukan aksi jual paling banyak di saham PT Bank Mandiri (Persero) Tbk (BMRI).|Negatif
Saham CDIA Jadi Santapan Rutin. Saham Chandra Daya Investasi (CDIA) jadi santapan rutin asing dalam beberapa hari terakhir.|Positif
Saham BBCA Diobral. Asing bermanuver dengan melakukan aksi jual di saham PT Bank Central Asia Tbk (BBCA).|Negatif
Harga Emas Perhiasan Hari Ini, Jumat 22 Mei 2026, Cek Update-nya. Harga emas perhiasan hari ini, Jumat (22/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas berbagai karat. Berikut updatenya|Netral
IHSG Menguat, 5 Saham Melejit. Indeks harga saham gabungan (IHSG) menguat sebesar 18,5 poin (0,3%) ke level 6.113,4 pada perdagangan sesi I Jumat (22/5/2026).|Positif
IHSG Rebound, Ini Pendorongnya. IHSG menguat seiring dengan bursa regional Asia yang bergerak menguat, serta sejalan dengan kenaikan di Wall Street.|Positif
Harga Emas Diprediksi Pakar Bisa Balik Arah ke Level Tak Terduga. Ahli menilai prospek harga emas dalam jangka menengah tetap positif. Harga emas diproyeksi kembali menyentuh level ini.|Positif
Ilusi Pasar Raksasa. Pasar saham Indonesia tampak seolah-olah raksasa padahal fondasinya rapuh. Menunjukkan betapa belum matangnya struktur fundamental IHSG.|Negatif
Dua Skenario Besar Pasar Saham, Besok Penentuan. BRIDS menaksir dua skenario berlawaran setelah pengumuman FTSE keluar.|Netral
Pandangan ke TOBA Mestinya Berubah. Harga saham PT TBS Energi Utama Tbk (TOBA) ke level yang dinilai analis sudah berada di bawah harga wajarnya.|Positif
Siap-siap Terima Pengumuman Baru FTSE, Saham Ini Kena. FTSE Russell akan menerbitkan penambahan dan penghapusan awal untuk penyusunan ulang indeks Juni 2026.|Netral
Lepas Suspensi, Saham CTTH Langsung Ambles. Bursa Efek Indonesia (BEI) membuka suspensi saham CTTH mulai sesi I perdagangan Jumat (22/5/2026). Sahamnya langsung ambles.|Negatif
Diserok, Saham Emiten Prajogo. Saham emiten Prajogo Pangestu, Chandra Asri Pacific (TPIA) ada yang serok.|Positif
Saham Toba Pulp (INRU) Disuspensi BEI. Bursa Efek Indonesia (BEI) melakukan suspensi atau penghentian sementara terhadap saham INRU, mulai sesi I perdagangan, Jumat (22/5/2026).|Negatif
Saham RLCO dan 4 Lainnya Masuk UMA. Bursa Efek Indonesia (BEI) memantau pergerakan Unusual Market Activity (UMA) terhadap lima saham emiten, pada Jumat (22/5/2026).|Negatif
Kurs Dolar AS di BCA, Bank Mandiri, BRI, & BNI Hari Ini Jumat 22 Mei 2026. Berikut adalah kurs jual beli dolar AS di bank BCA, Bank Mandiri, hingga bank BRI dan BNI pada Jumat, 22 Mei 2026.|Netral
Nilai Tukar Rupiah Hari Ini, Jumat 22 Mei 2026: Terus-terusan Tersungkur. Nilai tukar (kurs) rupiah pada Jumat (22/5/2026) hari ini kembali melemah terhadap dolar AS. Rupiah melemah ke level ini.|Negatif
IHSG Jebol, tapi 5 Saham Melonjak. Indeks harga saham gabungan (IHSG) dibuka melemah sebesar 87,7 poin (1,44%) ke posisi 6.007,17 pada sesi I, Jumat (22/5/2026).|Negatif
IHSG akan Lanjut Melemah, tapi 6 Saham Jagoan Cuan. Indeks harga saham gabungan (IHSG) diprediksi akan melanjutkan pelemahan pada perdagangan, Jumat (22/5/2026).|Negatif
Asing Kabur, Saham Ini Dibanting Keras. Asing mencetak transaksi jual bersih (net sell), saat IHSG, Kamis (21/5/2026), ditutup melemah. Saham ANTM, BBRI dan BMRI dilepas asing.|Negatif
Harga Perak Antam (ANTM) Hari Ini, Jumat 22 Mei 2026: Menanjak ke Rp 50.000. Harga perak Antam (ANTM) terpantau kembali menguat hari ini pada Jumat (22/5/2026). Harga perak Antam naik kencang ke Rp 50.000 per gram.|Positif
Harga Emas Antam (ANTM) Hari Ini, Jumat 22 Mei 2026: Lagi-lagi Anjlok. Harga emas Antam (ANTM) terpantau kembali anjlok pada Jumat (22/5/2026). Cek juga harga beli kembali (buyback) emas Antam|Negatif
Saham Emiten Anthoni Salim Disorot, PBV di Bawah 1, Labanya Rp 1.217 per Saham. Phintraco Sekuritas menyorot emiten Anthoni Salim, Indofood Sukses Makmur (INDF).|Positif
Saham-saham Favorit Asing. Asing mencetak transaksi beli bersih (net buy), saat IHSG, Kamis (21/5/2026), ditutup melemah. Saham BUMI, BRPT dan BRMS diborong asing.|Positif
Pasar Emas Tersendat, Pedagang Cari Cara Bertahan Hidup. Negara konsumen emas terbesar kedua di dunia tengah dihadapi gelombang tekanan di antara para pedagang lokalnya.|Negatif
Nasib Saham BBCA, Jangan-jangan Jadi Segini. Saham Bank Central Asia (BBCA) mengalami tekanan jual.|Negatif
IHSG Rawan Koreksi Lanjutan, tapi 2 Saham Bakal Cuan. Indeks harga saham gabungan (IHSG) diprediksi masih akan bergerak melemah pada perdagangan, Jumat (22/5/2026).|Netral
Cum Dividen Rp 351 per Saham, Emiten Konglo. Cita Mineral Investindo (CITA) siap menebar dividen dengan yield menggoda.|Positif
Sinyal Penting Saham BUMI, Di Tengah Aksi Korporasi. Saham Bumi Resources (BUMI) diborong investor asing di tengah aksi korporasi perseroan.|Positif
Harga Emas Perhiasan Hari Ini, Jumat 22 Mei 2026, Cek Rinciannya. Harga emas perhiasan hari ini, Jumat (22/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas dalam berbagai karat|Netral
IHSG Terancam Uji Level Psikologis, tapi Peluang Cuan Ada di 5 Saham. Phintraco Sekuritas memprediksi IHSG hari ini terancam uji level psikologis, rekomendasikan peluang cuan ada di 5 saham, termasuk HMSP|Positif
Istilah Serok, Serok Kejadian di Saham BUMI. Istilah serok, serok kejadian di saham Bumi Resources (BUMI). Saham BUMI diborong investor asing selama dua hari berturut-turut.|Positif
Harga CPO Anjlok Parah, Ekspor Lesu dan Minyak Melemah Tekan Pasar. Harga CPO di Bursa Malaysia Derivatives anjlok parah akibat ekspor lesu, minyak dunia melemah, dan tekanan pasar global|Negatif
Wow! Ada yang Prediksi Harga Emas Bisa Tembus US$ 8.900. Incrementum AG memprediksi harga emas dunia bisa menembus US$ 8.900 per ons troi pada akhir dekade ini|Positif
BERITA POPULER: Gejolak Nilai Tukar Rupiah hingga Penyebab IHSG Ambrol. Berita populer dalam 24 jam terakhir, mulai dari Gejolak nilai tukar rupiah hingga penyebab IHSG ambrol|Negatif
Harga Minyak Anjlok 2%, Pasar Harap-harap Cemas Negosiasi AS dan Iran. Harga minyak dunia anjlok 2% akibat ketidakpastian negosiasi AS-Iran dan tensi geopolitik Selat Hormuz|Negatif
Wall Street Menguat, Dow Jones Cetak Rekor Tertinggi. Wall Street menguat, Dow Jones cetak rekor ATH baru saat harga minyak dan yield obligasi AS melemah|Positif
Harga Emas Bertahan Kuat di Tengah Ketidakpastian Akhir Perang Iran. Harga emas bertahan kuat di atas US$ 4.500 di tengah perang Iran, minyak melemah, dolar dan yield obligasi AS turun|Positif
Perkuat Ekspansi Bisnis, RISE Buka Vasa Suites. PT Jaya Sukses Makmur Sentosa Tbk (RISE) terus memperkuat ekspansi bisnisnya melalui pembukaan Vasa Suites.|Positif
Divesifikasi Jaga Kinerja MBAP. PT Mitrabara Adiperdana Tbk (MBAP) membukukan kinerja positif tahun 2025, berkat diversifikasi usaha.|Positif
8 Saham Dihantam Keras Serentak, Asing Putar Haluan. Investor asing jual bersih (net sell) pada Kamis (21/5/2026). Saham ANTM, BBRI, BMRI, TLKM, DSSA, BBCA, AMMN, ASII dihantam keras serentak.|Negatif
Kata Pefindo dan S&P tentang Masa Depan Sektor CPO hingga Batu Bara Cs. Pefindo dan S&P menilai sektor komoditas Indonesia masih kuat, meski industri hilir menghadapi tekanan hingga 2026.|Netral
Tingkatkan Perdagangan Karbon, OJK Sampaikan Revisi Aturan ke Komisi XI DPR. OJK sampaikan revisi aturan penyelenggaraan bursa karbon ke Komisi XI DPR sehubungan Perpres No 110 Tahun 2025, guna tingkatkan perdagangan.|Positif
Ultra Voucher (UVCR) Rombak Direksi dan Tebar Dividen. PT Trimegah Karya Pratama Tbk (UVCR) atau Ultra Voucher akan membagikan dividen sebesar Rp 1 miliar untuk tahun buku 2025.|Positif
Harta Konglomerat Batu Bara Lenyap Rp 19,4 Triliun. Aturan baru ekspor sumber daya alam memukul saham emiten batu bara, sekaligus menggerus harta konglomerat batu bara, Low Tuck Kwong.|Negatif
Prediksi Harga Emas Antam (ANTM) Jumat 22 Mei 2026. Harga emas Antam (ANTM) diproyeksi bergerak fluktuatif pada Jumat besok, 22 Mei 2026. Harga emas Antam bisa menyentuh level ini.|Netral
Indocement Bagi Dividen Rp468 per Saham, Catat Jadwalnya. Indocement membagikan dividen tunai Rp468 per saham tahun buku 2025. Ini jadwalnya.|Positif
Pakar Ungkap Nasib Rupiah Jelang Akhir Pekan. Pada perdagangan Kamis (21/5), rupiah ditutup melemah 13 poin terhadap dolar AS, setelah sebelumnya sempat melemah di level Rp 17.667.|Negatif
Prediksi IHSG dan Rekomendasi Saham Jumat, 22 Mei 2026. Indeks harga saham gabungan (IHSG) diprediksi berpotensi menguji level 6.000 pada perdagangan, Jumat (22/5/2026).|Netral
RATU Dapat Restu, Siap Masuk ke Blok Madura Strait. Raharja Energi Cepu (RATU) menggelar RUPSLB.|Positif
BBCA Bonyok, Kalaupun Naik Paling Banter ke Sini. Saham BBCA turun 30% lebih dalam setahun. Target harga saham BBCA segini.|Negatif
IHSG Ambles, tapi 5 Saham Melonjak. Indeks harga saham gabungan (IHSG) hari ini, Kamis (21/5/2026), ditutup ambles 223,5 poin (3,54%) ke level 6.094,9.|Negatif
Soal Repo Saham, Manajemen BRPT Buka Suara. Manajemen PT Barito Pacific Tbk (BRPT) buka suara terkait kabar repo saham sendiri dan PT Chandra Asri Pacific Tbk (TPIA) yang mencuat.|Netral
Rupiah Kembali Terseret Tekanan Ganda. Pada perdagangan Kamis (21/5), rupiah ditutup melemah 13 poin terhadap dolar AS, setelah sebelumnya sempat melemah di level Rp 17.667.|Negatif
Purbaya: Valuasi Emiten Ekspor Bisa Naik Double Karena Badan Ekspor. Purbaya menilai 'ekspor satu pintu' semestinya dapat meningkatkan transparansi dan dongkrak valuasi emiten sektor ekspor.|Positif
RMKE Ketok Dividen, Segini per Sahamnya. PT RMK Energy Tbk (RMKE) menetapkan pembagian dividen tunai sebesar Rp 130,9 miliar, atau 54,1% dari laba bersih tahun buku 2025.|Positif
BRPT Tanggapi Isu di Medsos. PT Barito Pacific Tbk (BRPT) menanggapi informasi yang beredar di media sosial terkait penjaminan saham PT Chandra Asri Pacific Tbk (TPIA),|Netral
IHSG Anjlok usai Badan Ekspor Diumumkan, Purbaya: Pasar Belum Paham. IHSG melemah usai pengumuman badan ekspor. Purbaya menilai pasar belum memahami dampak positif kebijakan tersebut.|Negatif
Carsurin (CRSN) Bidik Pendapatan Naik 22,42%. PT Carsurin Tbk (CRSN) membidik pertumbuhan pendapatan naik 22,42% pada tahun 2026.|Positif
Bisa Tekan Margin Laba hingga Dividen Emiten. Pembentukan BUMN khusus ekspor, PT Danantara Sumber Daya Indonesia, berpotensi mengubah tata kelola ekspor komoditas nasional.|Positif
Saham BUMI Terus-terusan Diserok. Saham Bumi Resources (BUMI) kembali membukukan net sell asing per akhir sesi I hari ini.|Negatif
Carsurin (CRSN) Ungkap Strategi Pertumbuhan ke Depan. Perusahaan Testing, Inspection, and Certification (TIC), PT Carsurin Tbk (CRSN) mengungkap arah strategi pertumbuhan perusahaan ke depan.|Netral
22 Saham Murah tapi Gak Murahan. Sebanyak 22 saham big cap dan mid cap sedang murah, tapi tidak murahan. Mulai dari BMRI, ASII, ANTM, hingga DEWA.|Positif
Harga Emas Hari Ini, Kamis 21 Mei 2026, di BSI, HRTA, Lotus Archi & Minigold. Simak harga emas di BSI, HRTA (Emasku & EmasKita), Lotus Archi, dan Minigold pada hari ini, Kamis 21 Mei 2026|Netral
Indo Boga (IBOS) Gencar Ekspansi. PT Indo Boga Sukses Tbk (IBOS) ekspansi bisnis di sektor food and beverage (F&B) dengan melalui pembukaan restoran baru di Yogyakarta.|Positif
BBLD Tebar Dividen 30% dari Laba, Cek Jadwalnya. PT Buana Finance Tbk (BBLD) mengumumkan pembagian dividen tunai sebesar Rp 2,5 per saham untuk tahun buku 2025.|Positif
Rupiah Hari Ini Berbalik Arah, Ini Penyebabnya. Nilai tukar (kurs) rupiah hari ini berbalik melemah disebabkan harga minyak tinggi, penguatan dolar AS, dan kekhawatiran fiskal domestik|Negatif
Saham ANTM Terpukul hingga Babak Belur. Asing bermanuver dengan melakukan aksi jual paling banyak di saham PT Antam Tbk (ANTM).|Negatif
IHSG Ambruk ke Level Terendah, Dihantam Tiga Sentimen Sekaligus. IHSG ambruk kelevel terendah sejak Maret 2025, terseret 3 sentimen domestik sekaligus, Pilarmas rekomendasikan saham HMSP untuk sesi II|Negatif
